keyword,adj_unique,pre,isinTrue,intersection
café de 220VOLT, 족하다 흔하다 맛없다 뜨다 힘들다 부드럽다 맑다 편하다 옥다 작다 비리다 있다 싸다 괜찮다 어둡다 희다 다 쨍하다 뜨겁다 없다 크다 에리다 넓다 짝다 맛있다 나쁘다 찹다 맵다 세다 좋다 쌀쌀맞다 르다 반갑다 높다 굳세다 적다 겉다 조다 같다 예쁘다 나다 낡다 그렇다 곱다 싫다 무겁다 검다 따숩다 밸라다 많다 젊다 웁다 곱디곱다 멋지다 세차다 길다 쉽다 멀다 고르다 맛나다 재밌다 이쁘다 짙다 어렵다 알맞다 어처구니없다 ,"['', '족하다', '흔하다', '맛없다', '뜨다', '힘들다', '부드럽다', '맑다', '편하다', '옥다', '작다', '비리다', '있다', '싸다', '괜찮다', '어둡다', '희다', '다', '쨍하다', '뜨겁다', '없다', '크다', '에리다', '넓다', '짝다', '맛있다', '나쁘다', '찹다', '맵다', '세다', '좋다', '쌀쌀맞다', '르다', '반갑다', '높다', '굳세다', '적다', '겉다', '조다', '같다', '예쁘다', '나다', '낡다', '그렇다', '곱다', '싫다', '무겁다', '검다', '따숩다', '밸라다', '많다', '젊다', '웁다', '곱디곱다', '멋지다', '세차다', '길다', '쉽다', '멀다', '고르다', '맛나다', '재밌다', '이쁘다', '짙다', '어렵다', '알맞다', '어처구니없다', '']","['부드럽다', '맑다', '편하다', '어둡다', '쨍하다', '뜨겁다', '반갑다', '예쁘다', '곱다', '따숩다', '멋지다', '세차다', '맛나다', '이쁘다', '알맞다']","['멋지다', '곱다', '따숩다', '편하다', '쨍하다', '예쁘다', '반갑다', '맛나다', '맑다', '뜨겁다', '세차다', '이쁘다', '알맞다', '부드럽다', '어둡다']"
가덕도 등대, 맛없다 힘들다 있다 무섭다 빠르다 어리다 쎄다 없다 급하다 가볍다 귀엽다 아쉽다 같다 예쁘다 그렇다 알차다 아름답다 문제없다 지나치다 거세다 놀랍다 힘겹다 아리다 간드러지다 드넓다 작다 이렇다 징그럽다 다 크다 고프다 넓다 맛있다 수많다 반갑다 높다 기쁘다 싫다 둥그렇다 많다 쉽다 시끄럽다 귀찮다 낡다 늦다 맑다 낮다 과하다 잘다 뜻깊다 르다 즐겁다 적다 깊다 고맙다 멋지다 귀하다 길다 빨갛다 짧다 바쁘다 어렵다 부드럽다 편하다 게으르다 괜찮다 굵다 가깝다 좁다 어려우다 좋다 세다 붉다 환하다 맛나다 깜다 재밌다 이쁘다 수줍다 ,"['', '맛없다', '힘들다', '있다', '무섭다', '빠르다', '어리다', '쎄다', '없다', '급하다', '가볍다', '귀엽다', '아쉽다', '같다', '예쁘다', '그렇다', '알차다', '아름답다', '문제없다', '지나치다', '거세다', '놀랍다', '힘겹다', '아리다', '간드러지다', '드넓다', '작다', '이렇다', '징그럽다', '다', '크다', '고프다', '넓다', '맛있다', '수많다', '반갑다', '높다', '기쁘다', '싫다', '둥그렇다', '많다', '쉽다', '시끄럽다', '귀찮다', '낡다', '늦다', '맑다', '낮다', '과하다', '잘다', '뜻깊다', '르다', '즐겁다', '적다', '깊다', '고맙다', '멋지다', '귀하다', '길다', '빨갛다', '짧다', '바쁘다', '어렵다', '부드럽다', '편하다', '게으르다', '괜찮다', '굵다', '가깝다', '좁다', '어려우다', '좋다', '세다', '붉다', '환하다', '맛나다', '깜다', '재밌다', '이쁘다', '수줍다', '']","['귀엽다', '예쁘다', '알차다', '아름답다', '놀랍다', '힘겹다', '드넓다', '반갑다', '기쁘다', '시끄럽다', '맑다', '과하다', '뜻깊다', '즐겁다', '고맙다', '멋지다', '귀하다', '부드럽다', '편하다', '환하다', '맛나다', '이쁘다']","['반갑다', '맑다', '시끄럽다', '부드럽다', '드넓다', '멋지다', '뜻깊다', '고맙다', '힘겹다', '과하다', '맛나다', '환하다', '아름답다', '기쁘다', '놀랍다', '귀하다', '이쁘다', '알차다', '편하다', '예쁘다', '즐겁다', '귀엽다']"
가덕도 연대봉, 안타깝다 힘들다 눈부시다 있다 못지않다 무섭다 어둡다 빠르다 어리다 춥다 없다 급하다 가볍다 귀엽다 아쉽다 같다 그렇다 예쁘다 상관없다 아름답다 알차다 지나치다 멋있다 놀랍다 야무지다 작다 이렇다 다 크다 넓다 맛있다 수많다 반갑다 높다 까맣다 싫다 둥그렇다 많다 엄청나다 쉽다 시끄럽다 멀다 얕다 귀찮다 늦다 맑다 낮다 아프다 심하다 밝다 나쁘다 쩔다 르다 조다 깊다 나다 재미있다 웁다 멋지다 귀하다 길다 짧다 바쁘다 어렵다 차갑다 경이롭다 편하다 덥다 게으르다 싸다 굵다 괜찮다 따갑다 가깝다 좁다 좋다 붉다 이채롭다 푸르다 약하다 비싸다 재밌다 이쁘다 노랗다 짙다 수줍다 알맞다 ,"['', '안타깝다', '힘들다', '눈부시다', '있다', '못지않다', '무섭다', '어둡다', '빠르다', '어리다', '춥다', '없다', '급하다', '가볍다', '귀엽다', '아쉽다', '같다', '그렇다', '예쁘다', '상관없다', '아름답다', '알차다', '지나치다', '멋있다', '놀랍다', '야무지다', '작다', '이렇다', '다', '크다', '넓다', '맛있다', '수많다', '반갑다', '높다', '까맣다', '싫다', '둥그렇다', '많다', '엄청나다', '쉽다', '시끄럽다', '멀다', '얕다', '귀찮다', '늦다', '맑다', '낮다', '아프다', '심하다', '밝다', '나쁘다', '쩔다', '르다', '조다', '깊다', '나다', '재미있다', '웁다', '멋지다', '귀하다', '길다', '짧다', '바쁘다', '어렵다', '차갑다', '경이롭다', '편하다', '덥다', '게으르다', '싸다', '굵다', '괜찮다', '따갑다', '가깝다', '좁다', '좋다', '붉다', '이채롭다', '푸르다', '약하다', '비싸다', '재밌다', '이쁘다', '노랗다', '짙다', '수줍다', '알맞다', '']","['눈부시다', '어둡다', '귀엽다', '예쁘다', '아름답다', '알차다', '멋있다', '놀랍다', '야무지다', '반갑다', '엄청나다', '시끄럽다', '맑다', '멋지다', '귀하다', '차갑다', '경이롭다', '편하다', '푸르다', '비싸다', '이쁘다', '알맞다']","['반갑다', '맑다', '시끄럽다', '멋지다', '어둡다', '경이롭다', '눈부시다', '푸르다', '아름답다', '멋있다', '차갑다', '놀랍다', '귀하다', '엄청나다', '이쁘다', '알맞다', '알차다', '편하다', '예쁘다', '비싸다', '야무지다', '귀엽다']"
감만시민공원, 힘들다 편하다 작다 있다 다 쎄다 없다 크다 맛있다 아쉽다 좋다 르다 붉다 뜻깊다 높다 환하다 같다 예쁘다 박하다 검다 많다 뒤늦다 예뿌다 길다 쉽다 재밌다 별하다 ,"['', '힘들다', '편하다', '작다', '있다', '다', '쎄다', '없다', '크다', '맛있다', '아쉽다', '좋다', '르다', '붉다', '뜻깊다', '높다', '환하다', '같다', '예쁘다', '박하다', '검다', '많다', '뒤늦다', '예뿌다', '길다', '쉽다', '재밌다', '별하다', '']","['편하다', '뜻깊다', '환하다', '예쁘다', '예뿌다']","['예쁘다', '편하다', '뜻깊다', '환하다', '예뿌다']"
감천문화마을골목축제, 힘들다 있다 부럽다 무섭다 어둡다 빠르다 없다 춥다 급하다 가볍다 귀엽다 아쉽다 같다 예쁘다 그렇다 아름답다 알차다 착하다 지나치다 하얗다 멋있다 놀랍다 정겹다 야무지다 흔하다 작다 다 낫다 크다 넓다 맛있다 반갑다 높다 달갑다 재미나다 걸맞다 많다 엄청나다 쉽다 시끄럽다 멀다 낡다 늦다 맑다 정신없다 아프다 밝다 뜨겁다 나쁘다 르다 즐겁다 덩그러다 적다 벅차다 비좁다 재미있다 젊다 멋지다 길다 짧다 바쁘다 어렵다 굳다 부드럽다 편하다 가까우다 어딨다 덥다 괜찮다 고되다 좁다 거칠다 좋다 새롭다 붉다 약하다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 ,"['', '힘들다', '있다', '부럽다', '무섭다', '어둡다', '빠르다', '없다', '춥다', '급하다', '가볍다', '귀엽다', '아쉽다', '같다', '예쁘다', '그렇다', '아름답다', '알차다', '착하다', '지나치다', '하얗다', '멋있다', '놀랍다', '정겹다', '야무지다', '흔하다', '작다', '다', '낫다', '크다', '넓다', '맛있다', '반갑다', '높다', '달갑다', '재미나다', '걸맞다', '많다', '엄청나다', '쉽다', '시끄럽다', '멀다', '낡다', '늦다', '맑다', '정신없다', '아프다', '밝다', '뜨겁다', '나쁘다', '르다', '즐겁다', '덩그러다', '적다', '벅차다', '비좁다', '재미있다', '젊다', '멋지다', '길다', '짧다', '바쁘다', '어렵다', '굳다', '부드럽다', '편하다', '가까우다', '어딨다', '덥다', '괜찮다', '고되다', '좁다', '거칠다', '좋다', '새롭다', '붉다', '약하다', '비싸다', '뒤늦다', '똑같다', '맛나다', '재밌다', '이쁘다', '']","['부럽다', '어둡다', '귀엽다', '예쁘다', '아름답다', '알차다', '멋있다', '놀랍다', '정겹다', '야무지다', '반갑다', '재미나다', '엄청나다', '시끄럽다', '맑다', '정신없다', '뜨겁다', '즐겁다', '벅차다', '멋지다', '부드럽다', '편하다', '고되다', '새롭다', '비싸다', '맛나다', '이쁘다']","['정신없다', '반갑다', '재미나다', '맑다', '정겹다', '시끄럽다', '부드럽다', '멋지다', '어둡다', '맛나다', '아름답다', '멋있다', '새롭다', '부럽다', '놀랍다', '뜨겁다', '엄청나다', '이쁘다', '알차다', '편하다', '예쁘다', '벅차다', '비싸다', '고되다', '즐겁다', '야무지다', '귀엽다']"
강서낙동강변30리벚꽃축제, 안타깝다 힘들다 저리다 있다 부럽다 무섭다 어둡다 빠르다 없다 춥다 매섭다 귀엽다 가볍다 급하다 아쉽다 흐드러지다 같다 그렇다 예쁘다 아름답다 멋있다 앙증맞다 찐하다 드넓다 작다 다 부끄럽다 크다 넓다 맛있다 수많다 높다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 귀찮다 죠다 늦다 맑다 낮다 정신없다 흐리다 아프다 오래다 밝다 나쁘다 즐겁다 르다 적다 깊다 괴롭다 무겁다 멋지다 길다 빡시다 짧다 어렵다 밭다 편하다 갓다 괜찮다 가깝다 좁다 좋다 새롭다 붉다 곱다 고달프다 예뿌다 똑같다 맛나다 이쁘다 노랗다 넓디넓다 짙다 ,"['', '안타깝다', '힘들다', '저리다', '있다', '부럽다', '무섭다', '어둡다', '빠르다', '없다', '춥다', '매섭다', '귀엽다', '가볍다', '급하다', '아쉽다', '흐드러지다', '같다', '그렇다', '예쁘다', '아름답다', '멋있다', '앙증맞다', '찐하다', '드넓다', '작다', '다', '부끄럽다', '크다', '넓다', '맛있다', '수많다', '높다', '싫다', '많다', '엄청나다', '쉽다', '시끄럽다', '멀다', '귀찮다', '죠다', '늦다', '맑다', '낮다', '정신없다', '흐리다', '아프다', '오래다', '밝다', '나쁘다', '즐겁다', '르다', '적다', '깊다', '괴롭다', '무겁다', '멋지다', '길다', '빡시다', '짧다', '어렵다', '밭다', '편하다', '갓다', '괜찮다', '가깝다', '좁다', '좋다', '새롭다', '붉다', '곱다', '고달프다', '예뿌다', '똑같다', '맛나다', '이쁘다', '노랗다', '넓디넓다', '짙다', '']","['부럽다', '어둡다', '귀엽다', '흐드러지다', '예쁘다', '아름답다', '멋있다', '앙증맞다', '드넓다', '부끄럽다', '엄청나다', '시끄럽다', '맑다', '정신없다', '흐리다', '즐겁다', '멋지다', '빡시다', '편하다', '새롭다', '곱다', '예뿌다', '맛나다', '이쁘다']","['맑다', '시끄럽다', '드넓다', '멋지다', '어둡다', '맛나다', '아름답다', '멋있다', '예뿌다', '새롭다', '부럽다', '곱다', '흐드러지다', '엄청나다', '이쁘다', '흐리다', '편하다', '예쁘다', '앙증맞다', '부끄럽다', '즐겁다', '정신없다', '귀엽다', '빡시다']"
개금밀면, 맛없다 아쉬우다 덜하다 힘들다 눈부시다 있다 어둡다 빠르다 쎄다 없다 급하다 가볍다 귀엽다 아쉽다 가벼우다 색다르다 머지않다 같다 예쁘다 그렇다 알차다 아름답다 묽다 지나치다 멋있다 놀랍다 얄짤없다 습하다 야무지다 안녕하다 작다 이렇다 다 크다 고프다 넓다 맛있다 드럽다 수많다 높다 기쁘다 겉다 싫다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 진하다 귀찮다 늦다 맑다 낮다 아프다 심하다 과하다 가늘다 옳다 뜨겁다 밝다 자리다 나쁘다 쩔다 르다 적다 얇다 질기다 조다 깊다 재미있다 무겁다 저렇다 고맙다 멋지다 길다 짧다 바쁘다 어렵다 차갑다 쓰리다 부드럽다 편하다 덥다 싸다 괜찮다 가깝다 고되다 좁다 짝다 맵다 슬프다 세다 좋다 고파다 비싸다 어마다 똑같다 맛나다 재밌다 이쁘다 까지다 알맞다 ,"['', '맛없다', '아쉬우다', '덜하다', '힘들다', '눈부시다', '있다', '어둡다', '빠르다', '쎄다', '없다', '급하다', '가볍다', '귀엽다', '아쉽다', '가벼우다', '색다르다', '머지않다', '같다', '예쁘다', '그렇다', '알차다', '아름답다', '묽다', '지나치다', '멋있다', '놀랍다', '얄짤없다', '습하다', '야무지다', '안녕하다', '작다', '이렇다', '다', '크다', '고프다', '넓다', '맛있다', '드럽다', '수많다', '높다', '기쁘다', '겉다', '싫다', '더우다', '많다', '엄청나다', '쉽다', '시끄럽다', '멀다', '강하다', '진하다', '귀찮다', '늦다', '맑다', '낮다', '아프다', '심하다', '과하다', '가늘다', '옳다', '뜨겁다', '밝다', '자리다', '나쁘다', '쩔다', '르다', '적다', '얇다', '질기다', '조다', '깊다', '재미있다', '무겁다', '저렇다', '고맙다', '멋지다', '길다', '짧다', '바쁘다', '어렵다', '차갑다', '쓰리다', '부드럽다', '편하다', '덥다', '싸다', '괜찮다', '가깝다', '고되다', '좁다', '짝다', '맵다', '슬프다', '세다', '좋다', '고파다', '비싸다', '어마다', '똑같다', '맛나다', '재밌다', '이쁘다', '까지다', '알맞다', '']","['눈부시다', '어둡다', '귀엽다', '색다르다', '예쁘다', '알차다', '아름답다', '멋있다', '놀랍다', '습하다', '야무지다', '드럽다', '기쁘다', '엄청나다', '시끄럽다', '진하다', '맑다', '과하다', '뜨겁다', '고맙다', '멋지다', '차갑다', '부드럽다', '편하다', '고되다', '슬프다', '비싸다', '맛나다', '이쁘다', '알맞다']","['슬프다', '맑다', '시끄럽다', '부드럽다', '어둡다', '고맙다', '멋지다', '진하다', '눈부시다', '과하다', '맛나다', '색다르다', '아름답다', '멋있다', '차갑다', '놀랍다', '기쁘다', '뜨겁다', '엄청나다', '이쁘다', '드럽다', '알맞다', '알차다', '편하다', '예쁘다', '비싸다', '고되다', '습하다', '야무지다', '귀엽다']"
개미집 본점, 맛없다 아쉬우다 맑다 힘들다 부드럽다 편하다 작다 있다 부럽다 이렇다 덥다 실하다 싸다 오래다 괜찮다 다 빠르다 가깝다 낫다 빨가다 밝다 쎄다 좁다 없다 크다 급하다 귀엽다 넓다 섭하다 고프다 맛있다 늦다 맵다 아쉽다 좋다 낯설다 붉다 르다 높다 적다 얇다 같다 깊다 그렇다 예쁘다 알차다 착하다 배고프다 슴슴하다 많다 하얗다 젊다 엄청나다 뒤늦다 고우다 멋있다 놀랍다 길다 재밌다 힘차다 멀겋다 이쁘다 귀찮다 차다 정겹다 진하다 별하다 야무지다 얼큰하다 ,"['', '맛없다', '아쉬우다', '맑다', '힘들다', '부드럽다', '편하다', '작다', '있다', '부럽다', '이렇다', '덥다', '실하다', '싸다', '오래다', '괜찮다', '다', '빠르다', '가깝다', '낫다', '빨가다', '밝다', '쎄다', '좁다', '없다', '크다', '급하다', '귀엽다', '넓다', '섭하다', '고프다', '맛있다', '늦다', '맵다', '아쉽다', '좋다', '낯설다', '붉다', '르다', '높다', '적다', '얇다', '같다', '깊다', '그렇다', '예쁘다', '알차다', '착하다', '배고프다', '슴슴하다', '많다', '하얗다', '젊다', '엄청나다', '뒤늦다', '고우다', '멋있다', '놀랍다', '길다', '재밌다', '힘차다', '멀겋다', '이쁘다', '귀찮다', '차다', '정겹다', '진하다', '별하다', '야무지다', '얼큰하다', '']","['맑다', '부드럽다', '편하다', '부럽다', '귀엽다', '낯설다', '예쁘다', '알차다', '배고프다', '슴슴하다', '엄청나다', '멋있다', '놀랍다', '힘차다', '이쁘다', '정겹다', '진하다', '야무지다', '얼큰하다']","['낯설다', '얼큰하다', '맑다', '정겹다', '부드럽다', '진하다', '멋있다', '슴슴하다', '부럽다', '놀랍다', '엄청나다', '이쁘다', '알차다', '편하다', '예쁘다', '힘차다', '야무지다', '귀엽다', '배고프다']"
갤러리 ERD 부산, 힘들다 편하다 작다 있다 심하다 덥다 무섭다 다 밝다 없다 크다 귀엽다 맛있다 좋다 새롭다 르다 즐겁다 적다 같다 예쁘다 깊다 걸맞다 지나치다 많다 멋지다 멋있다 낯익다 재빠르다 이쁘다 짧다 귀찮다 야무지다 늦다 ,"['', '힘들다', '편하다', '작다', '있다', '심하다', '덥다', '무섭다', '다', '밝다', '없다', '크다', '귀엽다', '맛있다', '좋다', '새롭다', '르다', '즐겁다', '적다', '같다', '예쁘다', '깊다', '걸맞다', '지나치다', '많다', '멋지다', '멋있다', '낯익다', '재빠르다', '이쁘다', '짧다', '귀찮다', '야무지다', '늦다', '']","['편하다', '귀엽다', '새롭다', '즐겁다', '예쁘다', '멋지다', '멋있다', '낯익다', '이쁘다', '야무지다']","['멋지다', '이쁘다', '편하다', '예쁘다', '즐겁다', '낯익다', '야무지다', '귀엽다', '멋있다', '새롭다']"
고래사어묵, 맛없다 아쉬우다 힘들다 비리다 있다 부럽다 무섭다 빠르다 쎄다 없다 급하다 귀엽다 가볍다 아쉽다 같다 그렇다 예쁘다 상관없다 알차다 잽싸다 지나치다 멋있다 고르다 앙증맞다 습하다 야무지다 흔하다 작다 실하다 이렇다 다 크다 고프다 넓다 맛있다 까다로우다 수많다 아깝다 반갑다 높다 겉다 재미나다 싫다 많다 엄청나다 쉽다 멀다 구리다 얕다 진하다 귀찮다 늦다 맑다 정신없다 찰지다 동그랗다 흐리다 심하다 밝다 뜨겁다 나쁘다 야하다 잘다 낯설다 칩다 르다 적다 얇다 깊다 나다 재미있다 무겁다 저렇다 젊다 웁다 고맙다 멋지다 길다 빨갛다 짧다 바쁘다 차갑다 뜨다 부드럽다 편하다 활기차다 덥다 싸다 배부르다 괜찮다 굵다 가깝다 어떻다 좁다 언짢다 찹다 맵다 슬프다 좋다 세다 검다 비싸다 예뿌다 뒤늦다 끊임없다 똑같다 파랗다 맛나다 재밌다 이쁘다 짙다 알맞다 ,"['', '맛없다', '아쉬우다', '힘들다', '비리다', '있다', '부럽다', '무섭다', '빠르다', '쎄다', '없다', '급하다', '귀엽다', '가볍다', '아쉽다', '같다', '그렇다', '예쁘다', '상관없다', '알차다', '잽싸다', '지나치다', '멋있다', '고르다', '앙증맞다', '습하다', '야무지다', '흔하다', '작다', '실하다', '이렇다', '다', '크다', '고프다', '넓다', '맛있다', '까다로우다', '수많다', '아깝다', '반갑다', '높다', '겉다', '재미나다', '싫다', '많다', '엄청나다', '쉽다', '멀다', '구리다', '얕다', '진하다', '귀찮다', '늦다', '맑다', '정신없다', '찰지다', '동그랗다', '흐리다', '심하다', '밝다', '뜨겁다', '나쁘다', '야하다', '잘다', '낯설다', '칩다', '르다', '적다', '얇다', '깊다', '나다', '재미있다', '무겁다', '저렇다', '젊다', '웁다', '고맙다', '멋지다', '길다', '빨갛다', '짧다', '바쁘다', '차갑다', '뜨다', '부드럽다', '편하다', '활기차다', '덥다', '싸다', '배부르다', '괜찮다', '굵다', '가깝다', '어떻다', '좁다', '언짢다', '찹다', '맵다', '슬프다', '좋다', '세다', '검다', '비싸다', '예뿌다', '뒤늦다', '끊임없다', '똑같다', '파랗다', '맛나다', '재밌다', '이쁘다', '짙다', '알맞다', '']","['부럽다', '귀엽다', '예쁘다', '알차다', '멋있다', '앙증맞다', '습하다', '야무지다', '반갑다', '재미나다', '엄청나다', '구리다', '진하다', '맑다', '정신없다', '흐리다', '뜨겁다', '낯설다', '고맙다', '멋지다', '차갑다', '부드럽다', '편하다', '활기차다', '배부르다', '슬프다', '비싸다', '예뿌다', '끊임없다', '파랗다', '맛나다', '이쁘다', '알맞다']","['정신없다', '낯설다', '슬프다', '반갑다', '재미나다', '맑다', '부드럽다', '멋지다', '고맙다', '파랗다', '진하다', '맛나다', '활기차다', '멋있다', '예뿌다', '부럽다', '차갑다', '끊임없다', '구리다', '뜨겁다', '엄청나다', '이쁘다', '알맞다', '배부르다', '알차다', '편하다', '흐리다', '예쁘다', '앙증맞다', '비싸다', '습하다', '야무지다', '귀엽다']"
