keyword,same
부산다이아몬드타워,"['귀엽다', '젊다', '싸다', '알차다', '새롭다', '멋있다', '어지럽다', '실하다', '찹다', '좁다', '빠르다', '맑다', '푸르다', '재미나다', '이쁘다', '야무지다', '비싸다', '두렵다', '낫다', '가볍다', '낯설다', '멋지다', '어렵다', '재미있다', '즐겁다', '무섭다', '깊다', '어려우다', '색다르다', '급하다', '영하다', '하찮다', '싫다', '멀다', '낡다', '밝다', '낮다', '낯익다', '춥다', '바르다', '쎄다', '정신없다', '가깝다', '엄청나다', '안타깝다']"
광안리해변 테마거리,"['귀엽다', '오래다', '젊다', '덥다', '알차다', '새롭다', '멋있다', '붉다', '사납다', '실하다', '빠르다', '좁다', '맑다', '반갑다', '뜻깊다', '이쁘다', '야무지다', '비싸다', '낫다', '가볍다', '낯설다', '멋지다', '어렵다', '재미있다', '무섭다', '깊다', '즐겁다', '잽싸다', '급하다', '섭하다', '싫다', '예뿌다', '아름답다', '멀다', '밝다', '활기차다', '춥다', '무겁다']"
선암사(부산),"['수많다', '흔하다', '간드러지다', '젊다', '싸다', '따갑다', '알차다', '새롭다', '귀엽다', '멋있다', '덥다', '빨갛다', '주의깊다', '눈부시다', '붉다', '좁다', '빠르다', '맑다', '지리다', '이쁘다', '적다', '앙증맞다', '기똥차다', '야무지다', '비싸다', '어이없다', '억세다', '가볍다', '묘하다', '생뚱맞다', '멋지다', '어렵다', '거세다', '재미있다', '즐겁다', '무섭다', '깊다', '하얗다', '못지않다', '급하다', '짙다', '환하다', '싫다', '아름답다', '두껍다', '멀다', '밝다', '틀림없다', '낡다', '낮다', '슬프다', '징그럽다', '귀하다', '차다', '춥다', '알맞다', '빡세다', '곱다', '어둡다', '가파르다', '가까우다']"
황령산,"['사이좋다', '흔하다', '오래다', '귀엽다', '젊다', '싸다', '알차다', '멋있다', '빨갛다', '뿌옇다', '붉다', '좁다', '빠르다', '맑다', '재미나다', '속상하다', '귀여우다', '이쁘다', '적다', '시끄럽다', '야무지다', '어이없다', '낫다', '우습다', '가볍다', '낯설다', '어렵다', '박하다', '무섭다', '즐겁다', '조그맣다', '어려우다', '차갑다', '순하다', '급하다', '아쉬우다', '싫다', '추우다', '예뿌다', '정겹다', '아름답다', '멀다', '밝다', '낮다', '촌스럽다', '재빠르다', '파랗다', '힘드다', '빡세다', '어둡다', '가깝다']"
40계단 문화관광테마거리,"['사이좋다', '흔하다', '수많다', '귀엽다', '싸다', '비좁다', '알차다', '새롭다', '덥다', '멋있다', '붉다', '좁다', '빠르다', '맑다', '반갑다', '얕다', '뜻깊다', '속상하다', '이쁘다', '적다', '야무지다', '비싸다', '어이없다', '낫다', '습하다', '우습다', '가볍다', '맑디맑다', '멋지다', '어렵다', '재미있다', '즐겁다', '무섭다', '깊다', '어려우다', '하얗다', '색다르다', '급하다', '인상깊다', '심심찮다', '싫다', '아름답다', '매끄럽다', '멀다', '밝다', '낡다', '낮다', '활기차다', '무덥다', '슬프다', '어설프다', '놀랍다', '힘드다', '덩그러다', '빡세다', '어둡다', '가깝다', '가파르다', '달갑다']"
동백공원,"['귀엽다', '젊다', '싸다', '덥다', '알차다', '새롭다', '멋있다', '찹다', '좁다', '더우다', '빠르다', '맑다', '푸르다', '이쁘다', '적다', '시끄럽다', '비싸다', '습하다', '가볍다', '묘하다', '멋지다', '어렵다', '무섭다', '깊다', '조그맣다', '급하다', '아름답다', '예뿌다', '낡다', '멀다', '밝다', '목마르다', '춥다', '수줍다', '곱다', '가깝다', '엄청나다']"
부산 올림픽동산,"['귀엽다', '드넓다', '따갑다', '젊다', '싸다', '새롭다', '멋있다', '빨갛다', '붉다', '사납다', '드물다', '빠르다', '맑다', '얕다', '적다', '시끄럽다', '야무지다', '비싸다', '어이없다', '낫다', '가깝다', '가볍다', '묘하다', '멋지다', '어렵다', '재미있다', '즐겁다', '무섭다', '깊다', '손쉽다', '색다르다', '급하다', '외롭다', '아쉬우다', '하찮다', '뼈저리다', '싫다', '섭하다', '정겹다', '아름답다', '멀다', '밝다', '낮다', '낯익다', '춥다', '덩그러다', '걸맞다', '쎄다', '뛰어나다', '서툴다', '어둡다', '노랗다', '감쪽같다', '무겁다', '안타깝다']"
부산 암남공원,"['사이좋다', '귀엽다', '드넓다', '덥다', '싸다', '알차다', '멋있다', '붉다', '찹다', '좁다', '빠르다', '맑다', '반갑다', '짓궂다', '이쁘다', '적다', '시끄럽다', '연하다', '아깝다', '야무지다', '비싸다', '어이없다', '가볍다', '우렁차다', '멋지다', '재미있다', '무섭다', '깊다', '즐겁다', '얄궂다', '희다', '짙다', '아쉬우다', '싫다', '아름답다', '멀다', '밝다', '낮다', '춥다', '쎄다', '엄청나다']"
금련산,"['귀엽다', '덥다', '뜨겁다', '알차다', '멋있다', '빨갛다', '실하다', '빠르다', '좁다', '맑다', '재미나다', '뜻깊다', '이쁘다', '적다', '동그랗다', '야무지다', '비싸다', '가볍다', '어렵다', '무섭다', '깊다', '즐겁다', '하얗다', '무겁다', '싫다', '멀다', '밝다', '낮다', '활기차다', '차다', '어둡다', '가깝다', '엄청나다']"
청사포,"['귀엽다', '오래다', '덥다', '알차다', '새롭다', '멋있다', '붉다', '빠르다', '좁다', '맑다', '푸르다', '귀여우다', '아깝다', '적다', '시끄럽다', '이쁘다', '쨍하다', '동그랗다', '야무지다', '비싸다', '가볍다', '멋지다', '어렵다', '재미있다', '무섭다', '어려우다', '급하다', '싫다', '아름답다', '느리다', '멀다', '밝다', '파랗다', '춥다', '어둡다', '가깝다', '엄청나다']"
삼락생태공원,"['수많다', '귀엽다', '젊다', '덥다', '뜨겁다', '드넓다', '알차다', '멋있다', '뿌옇다', '붉다', '힘차다', '좁다', '빠르다', '맑다', '반갑다', '이쁘다', '야무지다', '낫다', '낯설다', '가볍다', '멋지다', '박하다', '재미있다', '더럽다', '짙다', '싫다', '아름답다', '멀다', '밝다', '낮다', '흐드러지다', '파랗다', '춥다', '알맞다', '정신없다']"
태종대 전망대,"['수많다', '귀엽다', '드넓다', '젊다', '싸다', '알차다', '새롭다', '덥다', '멋있다', '드세다', '힘차다', '좁다', '빠르다', '맑다', '푸르다', '반갑다', '아깝다', '적다', '시끄럽다', '이쁘다', '비싸다', '커다랗다', '습하다', '가볍다', '묘하다', '멋지다', '재미있다', '즐겁다', '차갑다', '깊다', '어려우다', '누리다', '잽싸다', '짙다', '무겁다', '환하다', '싫다', '아름답다', '멀다', '밝다', '낮다', '활기차다', '파랗다', '차다', '춥다', '힘드다', '쎄다', '가깝다', '가파르다', '엄청나다']"
부산 가톨릭 특성화 거리,"['수많다', '귀엽다', '드넓다', '싸다', '젊다', '알차다', '새롭다', '줄기차다', '멋있다', '유례없다', '이롭다', '드물다', '어지럽다', '빠르다', '좁다', '맑다', '그립다', '뜻있다', '즐거다', '기쁘다', '푸르다', '귀여우다', '아깝다', '적다', '야무지다', '비싸다', '두렵다', '습하다', '낯설다', '가볍다', '우렁차다', '멋지다', '어렵다', '재미있다', '즐겁다', '조그맣다', '폭넓다', '어려우다', '하얗다', '깊다', '거칠다', '얄궂다', '희다', '인상깊다', '아쉬우다', '외롭다', '무겁다', '심심찮다', '싫다', '아름답다', '느리다', '멀다', '해맑다', '밝다', '부끄럽다', '낮다', '고르다', '춥다', '걸맞다', '뛰어나다', '지겹다', '쩔다', '곱다', '어둡다', '과하다', '가깝다', '엄청나다']"
김민부전망대,"['수많다', '귀엽다', '젊다', '힘겹다', '알차다', '새롭다', '멋있다', '붉다', '드물다', '좁다', '빠르다', '맑다', '얕다', '이쁘다', '어이없다', '가볍다', '멋지다', '어렵다', '재미있다', '무섭다', '깊다', '즐겁다', '아쉬우다', '싫다', '아름답다', '정겹다', '느리다', '예뿌다', '멀다', '해맑다', '밝다', '낡다', '낮다', '징그럽다', '빡세다', '뛰어나다', '가파르다', '무겁다', '안타깝다']"
남선창고터,"['사이좋다', '수많다', '귀엽다', '젊다', '싸다', '알차다', '새롭다', '멋있다', '붉다', '드물다', '좁다', '빠르다', '맑다', '재미나다', '얕다', '족하다', '이쁘다', '아깝다', '야무지다', '비싸다', '가볍다', '멋지다', '어렵다', '옛스럽다', '무섭다', '깊다', '즐겁다', '재미있다', '하얗다', '못지않다', '거칠다', '색다르다', '손쉽다', '싫다', '아름답다', '정겹다', '멀다', '밝다', '낮다', '파랗다', '놀랍다', '고르다', '차다', '알맞다', '가깝다', '가파르다', '엄청나다', '안타깝다']"
168계단,"['흔하다', '귀엽다', '덥다', '알차다', '새롭다', '멋있다', '뿌옇다', '재미없다', '빠르다', '좁다', '맑다', '고되다', '이쁘다', '적다', '야무지다', '비싸다', '어이없다', '까다롭다', '습하다', '멋지다', '어렵다', '재미있다', '무섭다', '조그맣다', '손쉽다', '급하다', '인상깊다', '싫다', '아름답다', '느리다', '멀다', '무덥다', '힘드다', '춥다', '걸맞다', '빡세다', '가깝다', '가파르다', '무겁다']"
유치환 우체통 전망대,"['수많다', '귀엽다', '덥다', '힘겹다', '알차다', '새롭다', '까맣다', '멋있다', '눈부시다', '붉다', '드물다', '좁다', '더우다', '빠르다', '맑다', '이쁘다', '적다', '야무지다', '비싸다', '두렵다', '습하다', '가볍다', '멋지다', '어렵다', '재미있다', '즐겁다', '무섭다', '깊다', '못지않다', '외롭다', '싫다', '아름답다', '느리다', '멀다', '낡다', '밝다', '틀림없다', '낮다', '힘드다', '덩그러다', '춥다', '걸맞다', '서툴다', '가파르다', '엄청나다']"
부산 자갈치 양곱창 골목,"['수많다', '귀엽다', '짠하다', '덥다', '까맣다', '싸다', '알차다', '새롭다', '멋있다', '드세다', '붉다', '사납다', '찹다', '유별나다', '좁다', '맑다', '반갑다', '동그랗다', '적다', '기똥차다', '야무지다', '비싸다', '어이없다', '가볍다', '어렵다', '재미있다', '즐겁다', '못지않다', '급하다', '오지다', '싫다', '아름답다', '예뿌다', '느리다', '멀다', '밝다', '활기차다', '어설프다', '놀랍다', '춥다', '알맞다', '쎄다', '정신없다', '곱다', '과하다', '가깝다', '엄청나다', '안타깝다']"
더베이101,"['귀엽다', '드럽다', '싸다', '덥다', '알차다', '멋있다', '붉다', '힘차다', '빠르다', '좁다', '맑다', '반갑다', '이쁘다', '적다', '앙증맞다', '아깝다', '야무지다', '비싸다', '어이없다', '낫다', '우습다', '습하다', '멋지다', '재미있다', '즐겁다', '밤늦다', '무섭다', '급하다', '더럽다', '아쉬우다', '환하다', '싫다', '느리다', '아름답다', '남다르다', '멀다', '밝다', '파랗다', '춥다', '어둡다', '가깝다', '엄청나다', '가까우다']"
부산영화촬영스튜디오,"['수많다', '귀엽다', '싸다', '힘겹다', '알차다', '새롭다', '멋있다', '멋없다', '붉다', '어지럽다', '찹다', '빠르다', '맑다', '반갑다', '얕다', '뜻깊다', '이쁘다', '적다', '가볍다', '멋지다', '어렵다', '재미있다', '무섭다', '깊다', '급하다', '인상깊다', '싫다', '예뿌다', '아름답다', '멀다', '매끄럽다', '밝다', '싱그럽다', '어설프다', '놀랍다', '귀하다', '차다', '걸맞다', '노랗다', '과하다', '엄청나다', '가까우다']"
아홉산숲,"['수많다', '귀엽다', '젊다', '싸다', '드넓다', '손색없다', '비좁다', '새롭다', '알차다', '멋있다', '휑하다', '덥다', '붉다', '좁다', '빠르다', '맑다', '더우다', '반갑다', '푸르다', '아깝다', '적다', '이쁘다', '쓸데없다', '야무지다', '비싸다', '우습다', '가볍다', '곧다', '맑디맑다', '멋지다', '어렵다', '재미있다', '즐겁다', '무섭다', '조그맣다', '어려우다', '하얗다', '깊다', '급하다', '짙다', '하찮다', '싫다', '정겹다', '아름답다', '느리다', '멀다', '밝다', '낮다', '놀랍다', '고르다', '귀하다', '춥다', '빡세다', '걸맞다', '어둡다', '노랗다', '가깝다', '가파르다', '엄청나다']"
F1963,"['흔하다', '귀엽다', '수많다', '젊다', '덥다', '뜨겁다', '알차다', '새롭다', '멋있다', '빠르다', '좁다', '맑다', '반갑다', '이쁘다', '적다', '비싸다', '어이없다', '낫다', '습하다', '낯설다', '가볍다', '멋지다', '어렵다', '재미있다', '즐겁다', '깊다', '차갑다', '무섭다', '거칠다', '급하다', '인상깊다', '아쉬우다', '환하다', '추우다', '아름답다', '멀다', '밝다', '낮다', '차다', '빡세다', '쎄다', '걸맞다', '쩔다', '가깝다', '엄청나다']"
부산 영화의 전당,"['수많다', '귀엽다', '흔하다', '덥다', '싸다', '알차다', '멋있다', '경이롭다', '드물다', '빠르다', '좁다', '맑다', '반갑다', '뜻깊다', '이쁘다', '적다', '비싸다', '묘하다', '멋지다', '어렵다', '재미있다', '즐겁다', '깊다', '급하다', '인상깊다', '싫다', '밝다', '부끄럽다', '파랗다', '춥다', '엄청나다']"
맥도생태공원,"['수많다', '흔하다', '드넓다', '젊다', '싸다', '빨갛다', '파아랗다', '눈부시다', '서글프다', '빠르다', '속상하다', '적다', '비싸다', '낫다', '샛노랗다', '세차다', '하얗다', '마땅찮다', '아쉬우다', '하찮다', '예뿌다', '두껍다', '밝다', '보람차다', '알맞다', '쎄다', '걸맞다', '구리다', '정신없다', '곱다', '미끄러우다', '엄청나다', '따사롭다', '오래다', '까맣다', '손색없다', '알차다', '새롭다', '빼어나다', '빡쎄다', '좁다', '반갑다', '얕다', '기쁘다', '따시다', '시끄럽다', '아깝다', '야무지다', '습하다', '어렵다', '거세다', '즐겁다', '무섭다', '폭넓다', '색다르다', '더럽다', '희다', '정겹다', '멀다', '해맑다', '매끄럽다', '부끄럽다', '싱그럽다', '차다', '친하다', '넓디넓다', '뛰어나다', '지겹다', '쩔다', '노랗다', '따갑다', '뜨겁다', '멋있다', '붉다', '드물다', '찹다', '맑다', '그립다', '재미나다', '쨍하다', '커다랗다', '묘하다', '곧다', '생뚱맞다', '조그맣다', '손쉽다', '외롭다', '아름답다', '여리다', '틀림없다', '낯익다', '슬프다', '아름다우다', '시리다', '고르다', '놀랍다', '춥다', '수줍다', '어둡다', '가깝다', '가파르다', '무겁다', '안타깝다', '귀엽다', '덥다', '힘겹다', '새하얗다', '뿌옇다', '어지럽다', '더우다', '푸르다', '귀여우다', '이쁘다', '약하다', '가볍다', '낯설다', '멋지다', '빡시다', '만만찮다', '재미있다', '차갑다', '깊다', '못지않다', '잽싸다', '급하다', '짙다', '심심찮다', '환하다', '싫다', '적잖다', '추우다', '느리다', '낡다', '낮다', '활기차다', '흐드러지다', '파랗다', '귀하다', '힘드다', '빡세다', '바르다', '덩그러다', '새까맣다', '흉하다', '가까우다']"
